PRINCE,0.005,7295,937
QUENTIN,0.015,21884,562
QUINCY,0.01,14590,675
QUINN,0.005,7295,994
QUINTIN,0.005,7295,1009
QUINTON,0.013,18966,600
RAFAEL,0.081,118176,207
RALEIGH,0.005,7295,1051
RALPH,0.282,411427,62
RAMIRO,0.022,32097,455
RAMON,0.09,131307,196
RANDAL,0.02,29179,477
RANDALL,0.138,201337,139
RANDELL,0.007,10213,825
RANDOLPH,0.032,46687,366
RANDY,0.232,338479,78
RAPHAEL,0.012,17508,616
RASHAD,0.004,5836,1054
RAUL,0.079,115258,211
RAY,0.153,223221,132
RAYFORD,0.004,5836,1094
RAYMON,0.004,5836,1093
RAYMOND,0.488,711973,36
RAYMUNDO,0.008,11672,776
REED,0.01,14590,661
REFUGIO,0.006,8754,892
REGGIE,0.012,17508,631
REGINALD,0.084,122553,202
REID,0.007,10213,812
REINALDO,0.006,8754,872
RENALDO,0.004,5836,1169
RENATO,0.004,5836,1071
RENE,0.048,70030,295
REUBEN,0.015,21884,549
REX,0.037,53982,333
REY,0.004,5836,1168
REYES,0.005,7295,977
REYNALDO,0.018,26261,506
RHETT,0.004,5836,1112
RICARDO,0.093,135683,191
RICH,0.007,10213,821
RICHARD,1.703,2484611,7
RICHIE,0.005,7295,970
RICK,0.091,132765,193
RICKEY,0.035,51064,349
RICKIE,0.011,16049,657
RICKY,0.141,205714,137
RICO,0.006,8754,916
RIGOBERTO,0.011,16049,653
RILEY,0.01,14590,669
ROB,0.013,18966,603
ROBBIE,0.016,23343,537
ROBBY,0.008,11672,780
ROBERT,3.143,4585515,3
ROBERTO,0.097,141519,186
ROBIN,0.032,46687,375
ROBT,0.005,7295,982
ROCCO,0.011,16049,645
ROCKY,0.016,23343,530
ROD,0.013,18966,599
RODERICK,0.036,52523,345
RODGER,0.017,24802,525
RODNEY,0.18,262613,111
RODOLFO,0.03,43769,385
RODRICK,0.006,8754,871
RODRIGO,0.011,16049,648
ROGELIO,0.022,32097,448
ROGER,0.322,469786,50
ROLAND,0.072,105045,223
ROLANDO,0.021,30638,463
ROLF,0.004,5836,1167
ROLLAND,0.005,7295,986
ROMAN,0.02,29179,475
ROMEO,0.01,14590,688
RON,0.072,105045,221
RONALD,0.725,1057747,21
RONNIE,0.113,164863,158
RONNY,0.007,10213,798
ROOSEVELT,0.028,40851,398
RORY,0.012,17508,629
ROSARIO,0.005,7295,953
ROSCOE,0.013,18966,589
ROSENDO,0.006,8754,906
ROSS,0.05,72948,282
ROY,0.273,398296,65
ROYAL,0.006,8754,851
ROYCE,0.016,23343,539
RUBEN,0.082,119635,203
RUBIN,0.006,8754,850
RUDOLF,0.004,5836,1166
RUDOLPH,0.034,49605,356
RUDY,0.034,49605,359
RUEBEN,0.004,5836,1182
RUFUS,0.025,36474,411
RUPERT,0.005,7295,985
RUSS,0.007,10213,811
RUSSEL,0.015,21884,554
RUSSELL,0.224,326807,82
RUSTY,0.012,17508,626
RYAN,0.328,478539,49
SAL,0.005,7295,952
SALVADOR,0.049,71489,286
SALVATORE,0.029,42310,389
SAM,0.092,134224,192
SAMMIE,0.012,17508,625
SAMMY,0.025,36474,413
SAMUAL,0.004,5836,1059
SAMUEL,0.306,446442,60
SANDY,0.007,10213,840
SANFORD,0.009,13131,702
SANG,0.006,8754,908
SANTIAGO,0.022,32097,450
SANTO,0.004,5836,1165
SANTOS,0.019,27720,494
SAUL,0.02,29179,474
SCOT,0.01,14590,673
SCOTT,0.546,796593,32
SCOTTIE,0.007,10213,837
SCOTTY,0.013,18966,593
SEAN,0.197,287415,94
SEBASTIAN,0.01,14590,677
SERGIO,0.049,71489,289
SETH,0.048,70030,292
SEYMOUR,0.007,10213,836
SHAD,0.004,5836,1164
SHANE,0.093,135683,190
SHANNON,0.04,58358,317
SHAUN,0.039,56899,327
SHAWN,0.2,291792,92
SHAYNE,0.004,5836,1086
SHELBY,0.011,16049,656
SHELDON,0.023,33556,442
SHELTON,0.008,11672,773
SHERMAN,0.028,40851,393
SHERWOOD,0.004,5836,1092
SHIRLEY,0.005,7295,936
SHON,0.004,5836,1208
SID,0.004,5836,1199
SIDNEY,0.052,75866,274
SILAS,0.009,13131,719
SIMON,0.026,37933,404
SOL,0.005,7295,1050
SOLOMON,0.013,18966,592
SON,0.012,17508,608
SONNY,0.008,11672,772
SPENCER,0.03,43769,384
STACEY,0.011,16049,650
STACY,0.017,24802,517
STAN,0.015,21884,550
STANFORD,0.005,7295,1002
STANLEY,0.186,271367,106
STANTON,0.004,5836,1102
STEFAN,0.009,13131,708
STEPHAN,0.018,26261,513
STEPHEN,0.54,787839,34
STERLING,0.016,23343,540
STEVE,0.246,358904,74
STEVEN,0.78,1137990,18
STEVIE,0.007,10213,799
STEWART,0.022,32097,445
STUART,0.044,64194,302
SUNG,0.005,7295,984
SYDNEY,0.007,10213,848
SYLVESTER,0.028,40851,396
TAD,0.005,7295,935
TANNER,0.006,8754,931
TAYLOR,0.024,35015,422
TED,0.064,93374,240
TEDDY,0.018,26261,505
TEODORO,0.005,7295,1046
TERENCE,0.022,32097,449
TERRANCE,0.048,70030,294
TERRELL,0.02,29179,471
TERRENCE,0.047,68571,297
TERRY,0.311,453737,57
THAD,0.007,10213,846
THADDEUS,0.012,17508,611
THANH,0.005,7295,963
THEO,0.005,7295,1023
THEODORE,0.123,179452,148
THERON,0.008,11672,775
THOMAS,1.38,2013366,10
THURMAN,0.012,17508,623
TIM,0.104,151732,170
TIMMY,0.019,27720,479
TIMOTHY,0.64,933735,27
TITUS,0.004,5836,1097
TOBIAS,0.005,7295,1013
TOBY,0.019,27720,483
TOD,0.005,7295,944
TODD,0.213,310759,88
TOM,0.117,170698,154
TOMAS,0.023,33556,441
TOMMIE,0.02,29179,478
TOMMY,0.112,163404,161
TONEY,0.004,5836,1120
TONY,0.19,277203,103
TORY,0.005,7295,969
TRACEY,0.007,10213,835
TRACY,0.048,70030,291
TRAVIS,0.166,242188,119
TRENT,0.018,26261,510
TRENTON,0.009,13131,733
TREVOR,0.04,58358,318
TREY,0.006,8754,901
TRINIDAD,0.005,7295,934
TRISTAN,0.008,11672,778
TROY,0.138,201337,138
TRUMAN,0.009,13131,716
TUAN,0.004,5836,1150
TY,0.011,16049,655
TYLER,0.089,129848,198
TYREE,0.005,7295,998
TYRELL,0.005,7295,1019
TYRON,0.005,7295,1034
TYRONE,0.064,93374,242
TYSON,0.014,20425,569
ULYSSES,0.01,14590,679
VAL,0.004,5836,1091
VALENTIN,0.007,10213,841
VALENTINE,0.005,7295,1041
VAN,0.019,27720,484
VANCE,0.014,20425,576
VAUGHN,0.011,16049,636
VERN,0.01,14590,659
VERNON,0.097,141519,185
VICENTE,0.017,24802,515
VICTOR,0.222,323889,84
VINCE,0.01,14590,674
VINCENT,0.168,245105,116
VINCENZO,0.004,5836,1207
VIRGIL,0.049,71489,283
VIRGILIO,0.004,5836,1119
VITO,0.009,13131,738
VON,0.004,5836,1162
WADE,0.045,65653,300
WALDO,0.005,7295,991
WALKER,0.005,7295,997
WALLACE,0.056,81702,264
WALLY,0.004,5836,1191
WALTER,0.399,582126,41
WALTON,0.004,5836,1111
WARD,0.01,14590,687
WARNER,0.004,5836,1136
WARREN,0.11,160486,164
WAYLON,0.004,5836,1161
WAYNE,0.249,363281,72
WELDON,0.009,13131,713
WENDELL,0.042,61276,310
WERNER,0.005,7295,1022
WES,0.004,5836,1147
WESLEY,0.104,151732,171
WESTON,0.006,8754,875
WHITNEY,0.005,7295,1045
WILBER,0.004,5836,1070
WILBERT,0.027,39392,402
WILBUR,0.036,52523,341
WILBURN,0.007,10213,810
WILEY,0.011,16049,652
WILFORD,0.008,11672,771
WILFRED,0.023,33556,436
WILFREDO,0.014,20425,573
WILL,0.018,26261,503
WILLARD,0.05,72948,280
WILLIAM,2.451,3575914,5
WILLIAMS,0.013,18966,596
WILLIAN,0.004,5836,1206
WILLIE,0.302,440606,61
WILLIS,0.035,51064,348
WILLY,0.005,7295,1001
WILMER,0.008,11672,758
WILSON,0.028,40851,394
WILTON,0.006,8754,915
WINFORD,0.004,5836,1190
WINFRED,0.009,13131,737
WINSTON,0.019,27720,481
WM,0.033,48146,364
WOODROW,0.025,36474,412
WYATT,0.006,8754,855
XAVIER,0.013,18966,587
YONG,0.006,8754,921
YOUNG,0.007,10213,807
ZACHARIAH,0.005,7295,957
ZACHARY,0.099,144437,181
ZACHERY,0.008,11672,761
ZACK,0.004,5836,1135
ZACKARY,0.004,5836,1149
ZANE,0.007,10213,820
